dtime, time, flightTimeRemaining,acceleration, acceleration(2), acceleration(3),orientation(1), orientation(2), orientation(3),quad_pos(1), quad_pos(2), quad_pos(3),path_pos(1), path_pos(2), path_pos(3),path_psi,omega_psi,controls(1), controls(2), controls(3), controls(4),vbat,path_psi, error_psi
  0.05696702,   2.21866965,  37.78133035,   0.02075195,   0.03662109,   1.04589844,   0.56613487,   1.54248512,   2.73319960,   2.03940644,   0.04939525,  -0.15639455,   2.01100000,   0.06088404,  -0.32949344,   0.00000000,  -0.11925833, 45090.70986316,   0.34049448,   0.74341002,  -6.83299899,   3.17243385,   0.00000000,  -0.04770333
  0.05596495,   2.27463460,  37.72536540,   0.01416016,   0.00219727,   1.03125000,   0.52090722,   0.52981728,   2.83292437,   2.02828271,   0.04912583,  -0.14447857,   2.01100000,   0.06088404,  -0.31830045,   0.00000000,  -0.12360964, 44254.94775370,   0.40491056,   3.20225980,  -7.08231091,   3.17243385,   0.00000000,  -0.04944386
  0.05996394,   2.33459854,  37.66540146,   0.02685547,   0.01879883,   1.07202148,   0.55850530,  -0.41526216,   2.87899423,   2.01464887,   0.04879561,  -0.13609332,   2.01100000,   0.06088404,  -0.30630766,   0.00000000,  -0.12561982, 45196.71686095,   0.41720211,   4.02732033,  -7.19748557,   3.15659809,   0.00000000,  -0.05024793
  0.05896473,   2.39356327,  37.60643673,   0.01782227,   0.05200195,   1.16235352,   0.57302290,  -1.10633504,   2.84297419,   2.00231078,   0.04849678,  -0.12429169,   2.01100000,   0.06088404,  -0.29451471,   0.00000000,  -0.12404815, 44443.20412629,   0.41358562,   4.00870708,  -7.10743546,   3.15659809,   0.00000000,  -0.04961926
  0.05596638,   2.44952965,  37.55047035,  -0.00415039,   0.01806641,   1.07080078,   0.65424353,  -2.38850093,   2.73143601,   1.99652542,   0.04835666,  -0.11681132,   2.01100000,   0.06088404,  -0.28332144,   0.00000000,  -0.11918138, 45179.87304631,   0.34530203,   1.92130008,  -6.82859004,   3.15131950,   0.00000000,  -0.04767255
  0.05496693,   2.50449657,  37.49550343,  -0.01464844,  -0.00122070,   0.97485352,   0.90935761,  -3.15906715,   2.57275581,   1.98458766,   0.04806752,  -0.10993695,   2.01100000,   0.06088404,  -0.27232805,   0.00000000,  -0.11225765, 45424.91416895,   0.38734637,   4.50460693,  -6.43188953,   3.15131950,   0.00000000,  -0.04490306
  0.05696630,   2.56146288,  37.43853712,  -0.00903320,   0.02294922,   1.04370117,   0.90291864,  -2.81332946,   2.37133026,   1.97471076,   0.04782830,  -0.09873461,   2.01100000,   0.06088404,  -0.26093479,   0.00000000,  -0.10346880, 44508.43605176,   0.36205420,   3.93436824,  -5.92832565,   3.15659809,   0.00000000,  -0.04138752
  0.06695938,   2.62842226,  37.37157774,   0.00512695,  -0.03076172,   0.97363281,   0.80331045,  -3.15423369,   2.18970728,   1.96602357,   0.04761789,  -0.09096273,   2.01100000,   0.06088404,  -0.24754292,   0.00000000,  -0.09554400, 45487.97822049,   0.32693385,   3.18156246,  -5.47426820,   3.15131950,   0.00000000,  -0.03821760
  0.05696678,   2.68538904,  37.31461096,  -0.01367188,   0.00073242,   1.04492188,   0.87394595,  -3.73255014,   2.01309204,   1.96281485,   0.04754017,  -0.08485678,   2.01100000,   0.06088404,  -0.23614956,   0.00000000,  -0.08783771, 45584.38392721,   0.29457660,   1.78845794,  -5.03273010,   3.15131950,   0.00000000,  -0.03513508
  0.05596542,   2.74135447,  37.25864553,  -0.05810547,  -0.10205078,   0.70629883,   0.90503842,  -3.69300556,   1.92677629,   1.96290792,   0.04754243,  -0.07894079,   2.01100000,   0.06088404,  -0.22495648,   0.00000000,  -0.08407148, 45624.53359906,   0.27523278,   0.63587862,  -4.81694072,   3.14076233,   0.00000000,  -0.03362859
